Lead_id,Customer_id,Campaign_id,Branch_id,Lead_date,Lead_source,Lead_status,Assigned_Salesperson_id,Expected_budget,Interested_car_Segment,Conversion_date
330,127,5,6,2024-11-11,Walk-in,Lost,44,5215399.06,SUV,NULL
331,498,3,1,2022-06-29,Email,Qualified,4,3077522.32,Hatchback,NULL
332,1127,7,6,2024-04-21,Facebook,Contacted,44,2581616.02,Sedan,NULL
333,49,14,5,2022-09-13,Walk-in,Converted,42,3653505.75,SUV,2022-10-31
334,383,5,3,2023-07-10,Website,Converted,25,2819890.04,Luxury,2023-07-18
335,708,3,3,2022-10-02,Walk-in,Lost,NULL,4325445.18,Sedan,NULL
336,1107,9,4,2022-12-11,Website,Converted,29,1628508.68,SUV,2023-02-02
337,235,NULL,3,2023-07-27,Website,Lost,21,1379330.79,SUV,NULL
338,79,2,8,2024-11-17,Walk-in,Lost,57,5783679.57,SUV,NULL
339,906,NULL,3,2023-06-28,Walk-in,Open,NULL,5956487.92,SUV,NULL
340,458,10,6,2023-01-18,Website,Open,48,3085076.26,SUV,NULL
341,1179,1,5,2024-05-31,TV,Converted,42,4930733.37,Hatchback,2024-07-29
342,143,NULL,3,2022-06-25,Referral,Contacted,25,4454261.98,Sedan,NULL
343,190,12,8,2023-01-06,Google,Open,57,612008.39,Hatchback,NULL
344,332,9,4,2022-01-28,Facebook,Converted,33,5550808.08,Hatchback,2022-03-17
345,464,14,4,2023-06-07,Google,Converted,NULL,1788310.98,Hatchback,2023-06-14
346,1058,4,1,2024-09-13,Google,Open,4,3429399.42,SUV,NULL
347,368,15,8,2022-05-30,Website,Converted,57,5179111.81,SUV,2022-07-14
348,818,1,1,2022-01-29,TV,Lost,5,2790651.48,Hatchback,NULL
349,944,NULL,1,2024-08-05,Facebook,Qualified,7,4702836.99,SUV,NULL
350,135,9,6,2023-09-24,Email,Contacted,NULL,2979090.22,SUV,NULL
351,513,11,6,2022-09-06,Google,Qualified,44,1648328.98,Sedan,NULL
352,85,12,6,2023-11-10,Google,Open,44,4967637.17,SUV,NULL
353,3,NULL,8,2023-07-15,Facebook,Contacted,58,4801657.10,SUV,NULL
354,888,14,7,2022-01-23,Facebook,Qualified,54,1804994.46,SUV,NULL
355,1021,9,2,2024-07-10,Google,Lost,12,3040808.38,Hatchback,NULL
356,230,15,2,2024-05-24,Walk-in,Converted,19,3089892.98,SUV,2024-06-14
357,864,4,2,2024-05-08,Facebook,Open,NULL,5349771.41,SUV,NULL
358,151,10,2,2022-02-08,Facebook,Lost,NULL,2310679.96,SUV,NULL
359,772,10,3,2023-05-04,TV,Qualified,NULL,765124.76,SUV,NULL
360,29,11,5,2024-11-26,Email,Converted,42,1303904.00,SUV,2024-12-31
361,951,4,1,2024-02-23,Referral,Converted,NULL,5020113.75,SUV,2024-03-09
362,1188,9,8,2023-12-24,Website,Lost,57,4464907.47,Luxury,NULL
363,675,15,6,2022-08-21,Website,Contacted,NULL,5624722.78,SUV,NULL
364,764,NULL,4,2022-10-01,Website,Contacted,32,1090508.98,SUV,NULL
365,1130,4,8,2024-08-27,Facebook,Contacted,57,3550826.70,SUV,NULL
366,248,9,5,2022-10-18,Facebook,Contacted,42,2171522.00,Sedan,NULL
367,728,4,3,2023-06-19,Walk-in,Contacted,24,3747576.84,Sedan,NULL
368,760,15,5,2022-01-01,Facebook,Lost,42,1237162.87,Hatchback,NULL
369,1056,10,4,2022-01-12,Google,Converted,28,4143935.73,SUV,2022-01-26
370,233,10,4,2022-02-04,Email,Open,32,2797091.19,SUV,NULL
371,917,NULL,3,2023-02-20,Facebook,Lost,21,3452409.43,Sedan,NULL
372,1192,14,4,2024-06-02,Referral,Converted,33,5696240.48,Hatchback,2024-06-28
373,155,5,1,2023-08-30,Referral,Converted,1,4921874.65,SUV,2023-10-05
374,619,14,5,2022-05-11,Website,Contacted,NULL,2151433.54,Sedan,NULL
375,458,NULL,4,2024-05-15,Facebook,Converted,34,5309237.45,Sedan,2024-05-27
376,190,10,3,2022-08-05,Walk-in,Lost,NULL,3613995.54,Sedan,NULL
377,661,3,8,2022-06-25,Referral,Qualified,57,2974611.54,SUV,NULL
378,1178,1,6,2024-02-12,Walk-in,Converted,46,2968721.66,SUV,2024-03-31
379,923,9,6,2023-06-29,Website,Converted,48,1933359.79,SUV,2023-08-10
380,664,14,4,2024-09-03,Website,Contacted,31,438618.68,SUV,NULL
381,781,13,3,2023-04-28,Website,Lost,25,5054655.10,Luxury,NULL
382,258,13,2,2023-08-14,Walk-in,Open,17,1151528.72,SUV,NULL
383,1030,8,5,2022-07-20,Website,Qualified,NULL,4047472.22,SUV,NULL
384,1011,5,4,2024-08-30,Website,Converted,28,1721640.95,Luxury,2024-10-27
385,658,5,7,2022-12-05,Walk-in,Lost,NULL,2082932.10,SUV,NULL
386,829,1,8,2023-09-21,Google,Converted,58,5519160.60,Hatchback,2023-10-03
387,780,4,6,2022-07-21,Website,Contacted,48,3884181.33,Luxury,NULL
388,117,9,7,2023-11-18,Facebook,Lost,50,4153832.17,SUV,NULL
389,643,NULL,8,2024-08-04,Website,Qualified,NULL,772382.86,Sedan,NULL
390,36,2,6,2022-10-01,Walk-in,Open,47,2400963.02,SUV,NULL
391,338,13,5,2022-12-16,Walk-in,Contacted,38,1438553.48,SUV,NULL
392,456,3,1,2024-11-26,Email,Contacted,NULL,873925.01,SUV,NULL
393,737,12,8,2023-03-09,Website,Lost,57,1564374.78,SUV,NULL
394,936,8,2,2023-03-11,Website,Open,16,3185293.79,Luxury,NULL
395,737,14,6,2022-11-30,Website,Qualified,45,3958271.52,SUV,NULL
396,698,5,2,2023-08-21,Website,Converted,17,1112068.74,Sedan,2023-08-24
397,1108,9,7,2022-03-08,Facebook,Contacted,55,2081419.73,Hatchback,NULL
398,103,11,7,2023-01-29,Website,Lost,51,673048.35,Sedan,NULL
399,729,NULL,1,2024-05-26,Website,Qualified,4,437786.52,Sedan,NULL
400,371,NULL,7,2023-12-06,Website,Open,NULL,1823727.37,Sedan,NULL
401,1029,NULL,6,2024-03-22,Facebook,Converted,43,3344738.01,Sedan,2024-03-26
402,374,6,5,2024-10-01,Referral,Contacted,42,3701079.66,Hatchback,NULL
403,413,4,7,2023-04-06,Website,Contacted,50,2336629.41,SUV,NULL
404,1065,11,5,2024-03-07,Walk-in,Qualified,NULL,3954286.40,Hatchback,NULL
405,867,7,4,2023-09-27,Referral,Qualified,NULL,2493221.42,Sedan,NULL
406,921,NULL,1,2023-06-19,Website,Lost,10,4910508.45,Hatchback,NULL
407,434,3,2,2022-04-06,Facebook,Contacted,NULL,627876.34,SUV,NULL
408,966,12,1,2022-03-10,Email,Lost,6,4792077.07,SUV,NULL
409,1171,9,8,2022-01-23,Referral,Qualified,57,4100503.15,Sedan,NULL
410,410,NULL,2,2024-06-06,Website,Lost,19,769750.35,Hatchback,NULL
411,288,NULL,1,2022-08-10,Google,Contacted,4,3737183.95,Sedan,NULL
412,1059,5,8,2023-05-18,Facebook,Contacted,58,5201225.81,Hatchback,NULL
413,753,NULL,1,2022-07-05,Google,Qualified,10,3318751.64,SUV,NULL
414,313,NULL,1,2023-02-23,Website,Contacted,3,4434858.48,Hatchback,NULL
415,1098,NULL,7,2022-05-04,Google,Lost,50,2439514.36,Sedan,NULL
416,708,9,2,2024-08-13,Google,Converted,NULL,913437.71,Hatchback,2024-10-05
417,859,5,4,2024-04-23,Facebook,Lost,31,4697106.93,Hatchback,NULL
418,33,1,3,2024-03-15,Google,Lost,24,3698551.36,Sedan,NULL
419,1078,7,5,2022-10-14,Website,Lost,36,3134675.65,SUV,NULL
420,144,13,4,2024-06-23,Walk-in,Qualified,31,1566880.99,Hatchback,NULL
421,528,5,2,2022-05-04,Walk-in,Converted,19,1343581.19,Hatchback,2022-06-26
422,148,NULL,8,2024-08-04,Website,Open,NULL,5948060.89,Hatchback,NULL
423,1193,13,8,2024-08-25,Website,Contacted,57,3207118.12,Hatchback,NULL
424,992,NULL,3,2024-09-22,Website,Converted,21,4374879.59,Sedan,2024-11-06
425,589,NULL,8,2022-06-26,Website,Qualified,58,3339745.73,Sedan,NULL
426,1032,15,2,2022-11-09,Website,Contacted,19,2927958.01,SUV,NULL
427,178,11,6,2022-01-07,Facebook,Contacted,44,657398.11,Luxury,NULL
428,977,14,3,2023-07-16,Google,Converted,25,3178812.77,Sedan,2023-08-16
429,474,15,5,2024-03-09,Google,Converted,38,1841967.65,Sedan,2024-04-02
430,1163,2,2,2022-01-30,Walk-in,Lost,13,814504.52,SUV,NULL
431,1088,15,6,2022-05-28,Walk-in,Qualified,NULL,3541019.05,Sedan,NULL
432,68,9,3,2023-04-21,Walk-in,Converted,23,3679712.97,SUV,2023-05-05
433,661,NULL,5,2024-01-11,Facebook,Contacted,42,975234.84,SUV,NULL
434,178,NULL,4,2022-11-21,Website,Open,28,953953.70,Hatchback,NULL
435,370,NULL,8,2024-01-04,Facebook,Contacted,57,5053725.87,Sedan,NULL
436,251,NULL,8,2023-04-20,TV,Contacted,57,5911430.60,SUV,NULL
437,933,8,2,2024-01-31,TV,Open,19,5399998.40,Sedan,NULL
438,191,NULL,3,2024-03-03,Website,Open,21,1036879.12,SUV,NULL
439,623,NULL,3,2022-12-22,Google,Contacted,NULL,4852209.07,SUV,NULL
440,678,2,7,2023-10-12,Walk-in,Contacted,54,3464527.36,Hatchback,NULL
441,683,1,1,2024-11-28,Website,Contacted,7,4122596.49,SUV,NULL
442,327,15,8,2024-03-25,Referral,Lost,58,3847193.36,SUV,NULL
443,873,10,2,2023-04-09,Walk-in,Lost,19,4115827.20,SUV,NULL
444,1064,NULL,6,2024-07-05,Google,Lost,NULL,1074170.86,SUV,NULL
445,138,6,7,2024-08-24,Walk-in,Lost,NULL,2810308.65,SUV,NULL
446,1120,2,7,2022-12-31,Walk-in,Converted,NULL,5045215.40,Hatchback,2023-02-05
447,750,5,1,2022-05-16,Google,Qualified,NULL,5628043.04,Hatchback,NULL
448,754,NULL,7,2024-11-19,Google,Lost,51,3989741.08,Hatchback,NULL
449,1004,NULL,8,2023-02-13,Website,Converted,57,4307043.41,SUV,2023-03-13
450,843,8,2,2024-02-19,Facebook,Contacted,12,4777935.31,Hatchback,NULL
451,589,NULL,7,2023-02-07,Referral,Lost,52,2986592.25,Luxury,NULL
452,724,1,2,2024-05-15,Facebook,Contacted,13,4501088.62,SUV,NULL
453,128,9,8,2023-01-23,Walk-in,Lost,NULL,4490662.49,Sedan,NULL
454,106,10,7,2023-01-12,TV,Qualified,NULL,5783261.57,Hatchback,NULL
455,1163,NULL,6,2023-02-20,Facebook,Contacted,NULL,4455897.43,SUV,NULL
456,737,12,8,2022-09-23,Facebook,Contacted,NULL,2821946.72,SUV,NULL
457,562,NULL,1,2024-01-16,Email,Lost,NULL,1746832.50,Sedan,NULL
458,496,5,6,2022-05-05,Email,Lost,43,2643738.38,SUV,NULL
459,1155,2,8,2022-04-16,Website,Lost,57,2071956.21,SUV,NULL
460,173,NULL,2,2024-05-28,Google,Converted,19,3328955.84,Luxury,2024-06-02
461,552,NULL,8,2022-10-27,Walk-in,Lost,58,4378316.49,Luxury,NULL
462,1185,15,8,2022-01-06,TV,Converted,57,786915.20,SUV,2022-03-07
463,615,5,5,2023-05-25,Walk-in,Converted,42,4943000.68,Hatchback,2023-07-24
464,440,NULL,8,2023-06-25,Google,Open,58,5008565.33,SUV,NULL
465,540,1,4,2022-08-09,Referral,Lost,33,1728190.44,Sedan,NULL
466,61,NULL,2,2023-09-11,Google,Converted,19,5621631.58,SUV,2023-10-03
467,708,14,3,2024-10-08,Referral,Lost,25,2620910.29,Sedan,NULL
468,1136,8,5,2024-11-02,Facebook,Lost,42,1846341.91,SUV,NULL
469,350,13,7,2023-06-05,Walk-in,Qualified,50,2985826.25,Luxury,NULL
470,995,7,6,2023-09-04,Google,Converted,48,5508890.22,Sedan,2023-09-08
471,171,11,1,2022-07-25,Walk-in,Lost,10,5069785.89,Hatchback,NULL
472,839,7,3,2022-07-27,Walk-in,Converted,25,4434112.53,Sedan,2022-08-10
473,190,5,8,2023-01-05,TV,Contacted,57,2147228.95,SUV,NULL
474,268,4,3,2024-01-02,TV,Converted,24,2839165.22,SUV,2024-01-29
475,585,10,7,2022-09-10,Referral,Lost,54,4652347.22,Luxury,NULL
476,282,NULL,4,2022-05-20,Facebook,Lost,33,666457.42,Sedan,NULL
477,292,8,5,2023-08-13,TV,Qualified,36,2843511.52,SUV,NULL
478,577,14,2,2023-06-05,Walk-in,Open,17,3526478.30,Hatchback,NULL
479,474,NULL,7,2023-10-02,Facebook,Converted,50,3298646.02,Sedan,2023-11-10
480,598,2,4,2023-06-27,Walk-in,Lost,33,4126682.29,SUV,NULL
481,263,NULL,6,2024-06-30,Google,Lost,48,677546.15,Hatchback,NULL
482,1027,NULL,6,2022-11-30,Website,Contacted,48,5419844.60,SUV,NULL
483,745,7,7,2023-03-23,Referral,Open,54,1180972.72,Luxury,NULL
484,790,6,8,2024-01-01,Referral,Lost,57,3018432.56,Luxury,NULL
485,944,5,7,2024-05-14,Facebook,Qualified,50,3620100.56,Hatchback,NULL
486,620,NULL,2,2024-03-15,Google,Lost,19,5493424.65,Hatchback,NULL
487,618,NULL,3,2022-08-15,Facebook,Lost,23,1160471.42,SUV,NULL
488,588,3,2,2023-09-20,Website,Open,17,2166174.68,SUV,NULL
489,109,9,2,2023-01-29,Facebook,Open,17,2207024.32,SUV,NULL
490,1100,NULL,8,2024-04-25,Website,Lost,57,2196520.07,Luxury,NULL
491,444,NULL,2,2022-02-04,Facebook,Lost,19,2258648.68,SUV,NULL
492,434,NULL,5,2024-02-02,Walk-in,Converted,NULL,609252.79,SUV,2024-03-14
493,611,12,3,2022-03-31,Referral,Lost,20,1470739.21,SUV,NULL
494,297,NULL,2,2024-01-08,Website,Lost,19,4547141.41,SUV,NULL
495,355,NULL,2,2024-06-18,Walk-in,Qualified,19,2522839.84,Hatchback,NULL
496,1118,11,8,2022-01-01,Website,Lost,57,2388758.23,SUV,NULL
497,813,5,5,2022-09-06,Facebook,Contacted,41,810247.30,SUV,NULL
498,1118,2,2,2023-08-26,Google,Qualified,13,1046831.48,SUV,NULL
499,980,2,6,2023-03-04,Facebook,Lost,43,1542984.41,Sedan,NULL
500,1197,15,8,2023-04-04,Walk-in,Lost,57,5226481.24,SUV,NULL
501,379,5,7,2024-02-17,Referral,Contacted,55,5563645.75,SUV,NULL
502,366,4,5,2023-06-13,Walk-in,Qualified,42,2746907.47,Hatchback,NULL
503,269,12,5,2023-07-31,Website,Qualified,38,5482127.71,Hatchback,NULL
504,607,15,4,2023-01-22,Website,Contacted,34,5487616.30,Sedan,NULL
505,908,9,1,2022-01-07,Facebook,Qualified,4,5768168.90,Sedan,NULL
506,489,9,7,2022-06-30,Walk-in,Converted,54,3124310.88,Hatchback,2022-07-24
507,10,4,1,2022-05-07,Facebook,Contacted,7,3361514.93,Sedan,NULL
508,509,7,8,2023-02-01,Walk-in,Converted,58,4592254.17,SUV,2023-03-01
509,506,10,8,2023-11-16,Website,Open,57,2009121.66,SUV,NULL
510,735,13,4,2023-04-11,Facebook,Contacted,30,5029176.70,SUV,NULL
511,1091,NULL,2,2023-12-21,Google,Qualified,19,476937.69,Hatchback,NULL
512,1138,5,5,2024-07-31,Facebook,Open,36,1742571.21,SUV,NULL
513,325,10,3,2023-07-04,Google,Contacted,25,4737718.61,Sedan,NULL
514,1059,13,4,2023-04-02,Referral,Converted,32,2595329.65,Hatchback,2023-05-02
515,403,3,4,2022-08-13,Facebook,Lost,33,3212858.55,SUV,NULL
516,571,5,6,2024-05-09,Referral,Lost,44,1082015.18,SUV,NULL
517,1112,15,7,2024-01-09,Facebook,Qualified,NULL,5311448.16,Luxury,NULL
518,234,NULL,3,2024-04-24,Website,Converted,25,5401274.52,SUV,2024-05-04
519,1160,NULL,6,2022-06-15,Email,Contacted,45,5039894.90,Sedan,NULL
520,610,8,8,2022-11-26,Facebook,Contacted,57,2138786.75,SUV,NULL
521,239,NULL,8,2022-01-04,Facebook,Converted,58,2511241.88,SUV,2022-01-16
522,723,9,3,2024-11-23,Website,Contacted,26,5848147.65,SUV,NULL
523,1039,NULL,5,2024-01-10,Website,Converted,NULL,5587107.35,SUV,2024-02-20
524,1158,3,2,2024-09-04,Google,Lost,16,2883975.78,Sedan,NULL
525,868,NULL,4,2024-03-12,Website,Converted,33,532152.86,SUV,2024-04-29
526,336,8,2,2022-11-30,Website,Qualified,12,5756156.77,Hatchback,NULL
527,449,NULL,6,2024-11-19,Walk-in,Contacted,47,4087404.05,Luxury,NULL
528,678,13,7,2023-01-08,Referral,Qualified,50,3235978.69,SUV,NULL
529,478,NULL,6,2022-05-10,Google,Lost,45,3297595.06,Sedan,NULL
530,734,3,3,2024-06-17,Facebook,Open,24,3487635.27,Sedan,NULL
531,655,NULL,5,2022-10-06,Walk-in,Open,42,4460590.64,SUV,NULL
532,365,NULL,2,2023-01-16,Referral,Lost,NULL,3554080.59,SUV,NULL
533,509,11,4,2024-07-22,Walk-in,Lost,29,686502.84,SUV,NULL
534,903,14,6,2023-12-31,Google,Qualified,44,5349727.91,SUV,NULL
535,245,7,3,2022-05-25,Google,Lost,25,1911714.08,SUV,NULL
536,771,5,8,2022-04-15,Website,Open,57,5208208.79,Sedan,NULL
537,111,11,8,2022-08-27,Referral,Qualified,58,511212.80,Sedan,NULL
538,137,9,7,2023-11-11,Facebook,Contacted,52,2585492.43,Hatchback,NULL
539,322,15,7,2022-04-29,Walk-in,Converted,54,5247513.93,Luxury,2022-06-06
540,354,NULL,8,2022-02-27,Google,Qualified,58,1907739.48,SUV,NULL
541,1159,6,1,2022-02-11,Referral,Open,7,1844218.76,SUV,NULL
542,969,2,3,2023-10-19,Website,Contacted,21,5136219.67,Sedan,NULL
543,685,15,5,2022-03-03,Google,Converted,42,1433229.22,Hatchback,2022-04-10
544,131,15,1,2024-11-18,Email,Converted,4,817561.91,Sedan,2024-12-30
545,663,14,2,2023-12-23,Google,Contacted,19,1872210.99,SUV,NULL
546,113,NULL,7,2022-03-01,Referral,Converted,55,5210899.17,SUV,2022-04-22
547,786,8,1,2022-05-07,Website,Open,4,5306449.21,SUV,NULL
548,594,2,2,2023-04-15,Walk-in,Lost,19,944632.03,Sedan,NULL
549,575,10,1,2023-07-14,Website,Lost,7,1474300.47,Sedan,NULL
550,931,3,5,2024-06-06,Walk-in,Converted,38,4045967.95,Hatchback,2024-06-24
551,534,15,2,2022-10-11,Facebook,Lost,19,2471539.80,SUV,NULL
552,672,NULL,3,2024-08-24,Website,Contacted,NULL,4040096.04,SUV,NULL
553,1026,7,1,2024-04-18,Email,Converted,7,3260074.25,SUV,2024-05-19
554,106,NULL,4,2022-06-15,Referral,Lost,33,3565094.06,Hatchback,NULL
555,500,5,5,2023-06-07,Referral,Open,42,2241728.17,SUV,NULL
556,1029,10,1,2022-12-12,Google,Contacted,8,1041304.02,Luxury,NULL
557,635,14,6,2022-03-06,Referral,Lost,45,5101377.72,Luxury,NULL
558,1040,7,2,2022-03-06,Facebook,Converted,NULL,4386332.13,SUV,2022-04-22
559,449,1,2,2022-08-15,Walk-in,Qualified,17,1952079.78,SUV,NULL
560,523,15,4,2022-10-02,Website,Qualified,33,4288727.44,SUV,NULL
561,680,15,2,2022-01-16,Facebook,Qualified,19,2651260.74,Luxury,NULL
562,1076,3,2,2024-04-12,Website,Open,NULL,1366690.34,SUV,NULL
563,23,NULL,1,2024-11-15,Facebook,Lost,NULL,3040275.74,Sedan,NULL
564,219,8,8,2022-12-06,Walk-in,Lost,59,4818619.14,Luxury,NULL
565,389,13,5,2023-04-20,Website,Lost,36,5615418.16,Hatchback,NULL
566,950,15,2,2022-03-25,Website,Converted,12,452377.73,Hatchback,2022-05-20
567,654,4,8,2023-10-15,Google,Lost,59,2156638.72,SUV,NULL
568,711,11,5,2023-07-16,Walk-in,Open,42,5277408.61,SUV,NULL
569,466,13,2,2022-08-02,Facebook,Lost,19,4603959.91,Sedan,NULL
570,66,13,6,2023-10-14,Facebook,Lost,49,652433.11,Hatchback,NULL
571,458,15,8,2024-04-12,Facebook,Converted,57,5104339.16,SUV,2024-05-22
572,804,15,8,2022-01-16,Walk-in,Lost,58,3174677.32,Hatchback,NULL
573,1127,8,2,2022-11-16,Walk-in,Converted,19,4968948.09,Hatchback,2022-12-13
574,791,13,3,2024-09-05,Website,Contacted,21,4924897.55,Hatchback,NULL
575,1111,11,5,2023-08-19,Website,Open,42,4100836.93,Luxury,NULL
576,1080,15,4,2022-10-26,Walk-in,Open,NULL,4547458.34,Hatchback,NULL
577,65,NULL,5,2022-09-17,Walk-in,Lost,NULL,2078038.74,SUV,NULL
578,710,14,6,2022-01-29,Website,Qualified,48,2131677.10,SUV,NULL
579,597,NULL,2,2024-04-08,Email,Open,19,4607596.78,SUV,NULL
580,590,NULL,8,2022-04-23,Walk-in,Contacted,56,5868167.16,SUV,NULL
581,545,NULL,2,2022-09-29,TV,Open,NULL,4169000.25,Hatchback,NULL
582,1026,14,6,2024-05-07,Facebook,Open,46,3656412.19,SUV,NULL
583,107,9,1,2024-06-17,Google,Contacted,NULL,3073280.24,Sedan,NULL
584,1150,NULL,8,2024-08-04,Walk-in,Qualified,58,5537578.30,Luxury,NULL
585,463,6,7,2022-05-08,Walk-in,Qualified,51,4816309.88,Sedan,NULL
586,556,12,5,2024-03-07,Website,Qualified,42,1343761.75,Hatchback,NULL
587,904,10,6,2022-10-18,Facebook,Lost,45,4129046.99,Sedan,NULL
588,493,NULL,8,2022-10-15,Google,Converted,57,4052663.58,Sedan,2022-11-03
589,948,4,3,2023-10-30,Facebook,Lost,23,3504535.50,Hatchback,NULL
590,38,NULL,5,2023-05-11,Google,Converted,NULL,3994358.01,Sedan,2023-05-21
591,683,12,4,2022-01-16,Website,Converted,33,4280169.18,Hatchback,2022-02-06
592,7,7,7,2022-07-09,Walk-in,Open,53,5649851.24,Hatchback,NULL
593,712,NULL,2,2024-02-09,Walk-in,Lost,17,3434995.76,Sedan,NULL
594,877,NULL,2,2023-09-05,Website,Lost,17,3530870.07,SUV,NULL
595,466,NULL,5,2023-02-20,Website,Open,39,4644159.29,SUV,NULL
596,793,NULL,2,2022-09-25,Website,Qualified,12,852052.35,SUV,NULL
597,492,NULL,4,2024-07-20,Website,Open,33,4039340.60,SUV,NULL
598,1036,10,6,2024-08-02,Website,Lost,45,4555124.09,SUV,NULL
599,608,1,5,2024-01-28,Walk-in,Qualified,NULL,2290036.94,Luxury,NULL
600,13,7,5,2023-09-05,Referral,Contacted,36,3722043.09,SUV,NULL
601,522,NULL,6,2022-11-16,Referral,Contacted,45,5249278.61,SUV,NULL
602,257,6,2,2023-06-15,Walk-in,Contacted,14,2366282.61,Sedan,NULL
603,884,NULL,4,2023-03-09,TV,Converted,32,957421.67,Luxury,2023-05-08
604,466,2,4,2024-10-05,Walk-in,Contacted,NULL,5052801.23,SUV,NULL
605,111,12,2,2023-03-09,TV,Qualified,19,1250276.26,SUV,NULL
606,157,10,1,2023-03-19,Referral,Open,6,5356427.29,Hatchback,NULL
607,130,13,2,2024-05-15,Google,Open,19,5459693.01,Hatchback,NULL
608,1155,15,2,2022-09-02,Website,Contacted,19,4922535.04,Luxury,NULL
609,864,9,4,2024-01-27,Facebook,Lost,33,5949645.20,SUV,NULL
610,893,8,7,2024-10-10,Facebook,Contacted,50,1287638.93,Hatchback,NULL
611,706,NULL,7,2023-07-11,Facebook,Open,54,1440276.22,SUV,NULL
612,60,NULL,1,2024-09-19,Google,Contacted,7,1256525.53,Luxury,NULL
613,540,9,1,2022-07-05,Website,Qualified,7,4963442.99,SUV,NULL
614,390,10,2,2023-11-19,Google,Qualified,17,4191977.58,SUV,NULL
615,219,13,4,2023-07-10,Facebook,Contacted,31,1753361.81,SUV,NULL
616,386,3,7,2023-01-25,Website,Qualified,51,794033.01,Luxury,NULL
617,736,NULL,7,2024-04-15,Google,Converted,52,2578328.49,SUV,2024-05-05
618,1199,12,6,2024-08-21,Walk-in,Lost,43,5265446.26,Luxury,NULL
619,342,14,6,2024-05-05,Walk-in,Converted,48,1372291.62,SUV,2024-06-14
620,742,11,5,2023-08-15,Website,Open,42,4945960.65,Sedan,NULL
621,809,NULL,2,2022-08-12,Facebook,Qualified,17,3330265.91,Hatchback,NULL
622,438,NULL,1,2022-03-16,Google,Lost,10,1710595.94,SUV,NULL
623,453,10,1,2024-08-10,Facebook,Qualified,NULL,1804434.31,Hatchback,NULL
624,14,11,8,2022-04-20,Website,Qualified,58,4163867.97,Hatchback,NULL
625,399,NULL,5,2023-04-11,TV,Converted,38,4232010.79,SUV,2023-05-23
626,866,2,6,2023-04-26,TV,Open,48,5026818.96,Hatchback,NULL
627,680,NULL,6,2022-11-08,Website,Converted,43,2891653.02,Luxury,2022-12-14
628,690,9,5,2024-05-07,Walk-in,Open,NULL,1152934.12,SUV,NULL
629,180,7,7,2024-11-11,Walk-in,Contacted,50,845645.25,SUV,NULL
630,189,8,8,2023-06-09,Walk-in,Converted,NULL,4256531.69,Hatchback,2023-06-17
631,729,NULL,2,2023-02-01,TV,Lost,19,3537989.03,Hatchback,NULL
632,850,5,4,2023-06-23,Facebook,Qualified,33,4277737.98,SUV,NULL
633,1101,NULL,6,2023-07-28,Facebook,Contacted,45,1021844.94,SUV,NULL
634,916,5,8,2023-02-18,Walk-in,Lost,NULL,3423600.79,SUV,NULL
635,263,7,8,2024-11-16,Walk-in,Contacted,57,5648166.96,SUV,NULL
636,450,10,8,2024-07-14,Referral,Converted,57,5059762.97,Sedan,2024-08-20
637,1093,NULL,2,2023-03-20,Website,Contacted,17,5338977.82,Luxury,NULL
638,817,15,8,2024-07-14,Website,Qualified,60,2001602.96,SUV,NULL
639,580,13,1,2024-09-22,Facebook,Lost,4,425561.71,SUV,NULL
640,832,NULL,7,2024-06-24,Facebook,Converted,50,5571863.47,SUV,2024-07-09
641,796,1,8,2024-11-29,Facebook,Lost,58,5640261.90,Luxury,NULL
642,375,NULL,8,2024-11-13,Email,Converted,58,5326528.94,Hatchback,2024-12-31
643,388,3,5,2022-01-12,Facebook,Contacted,42,1239413.77,Luxury,NULL
644,776,7,8,2023-08-09,Google,Converted,58,4473280.59,SUV,2023-08-21
645,674,5,7,2024-08-12,TV,Converted,NULL,2012488.74,SUV,2024-10-07
646,24,NULL,6,2023-11-10,Website,Contacted,43,5970420.83,SUV,NULL
647,460,4,8,2022-07-12,Email,Converted,NULL,1991955.13,SUV,2022-08-26
648,1053,2,4,2024-08-02,Google,Contacted,30,3492144.16,Sedan,NULL
649,66,NULL,7,2024-05-08,Website,Contacted,50,3913146.22,Sedan,NULL
650,224,3,1,2024-09-19,Walk-in,Converted,6,3443431.12,Luxury,2024-10-13
651,787,15,3,2022-11-04,Website,Lost,25,5982364.19,Hatchback,NULL
652,391,15,1,2022-05-02,Website,Qualified,4,5919002.99,Hatchback,NULL
653,473,14,6,2023-10-31,Website,Qualified,44,5991777.34,SUV,NULL
654,78,12,3,2022-09-20,Google,Contacted,25,1078483.12,Hatchback,NULL
655,786,NULL,1,2024-11-14,Website,Lost,4,3641070.35,Sedan,NULL
656,4,NULL,7,2023-07-16,Email,Qualified,55,3251875.65,Hatchback,NULL
657,589,11,3,2024-02-03,Walk-in,Open,23,4541038.08,SUV,NULL
658,248,10,3,2023-10-07,Email,Converted,NULL,1985482.76,Hatchback,2023-10-24
659,650,3,2,2023-07-05,Google,Converted,19,693478.33,SUV,2023-08-15
660,1190,11,3,2022-07-08,Walk-in,Lost,24,4109151.27,Hatchback,NULL
661,1107,5,4,2023-10-25,Google,Lost,32,4355633.72,SUV,NULL
662,1170,10,2,2024-09-21,Facebook,Open,19,4584854.95,SUV,NULL
